                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.8708,                 3.0909,                 2.0935,                 0.3815,                0.56009,                0.29102,                0.17764,                 1.2458,                 2.3612,                 1.3376,                  0.082,                  0.002,                  0.002
